Time (sec), Heater 1, Heater 2, Temperature 1, Temperature 2,K1s,K2s,K3s,tau12s,tau3s
3.462612500190734863e+02,1.805208022752264796e+01,9.990495579087824751e+01,4.913000000000000256e+01,4.900000000000000000e+01,1.000000000000000000e+00,5.867074551500000013e-01,3.051754966199999863e-01,1.920672756300000117e+02,1.018748260899999991e+01
3.492520718574523926e+02,1.805208022752264796e+01,9.990495579087824751e+01,4.900000000000000000e+01,4.932000000000000028e+01,1.000000000000000000e+00,5.790316493999999592e-01,3.083430682500000186e-01,1.870672759999999926e+02,1.056320687600000063e+01
3.522426612377166748e+02,1.805208022752264796e+01,9.990495579087824751e+01,4.893999999999999773e+01,4.974000000000000199e+01,1.000000000000000000e+00,5.727123561700000476e-01,3.003578538500000228e-01,1.820672759999999926e+02,1.112915226700000026e+01
3.552334437370300293e+02,1.805208022752264796e+01,9.990495579087824751e+01,4.893999999999999773e+01,4.996999999999999886e+01,1.000000000000000000e+00,5.673436939999999540e-01,2.903578540000000263e-01,1.770672759999999926e+02,1.195883178000000058e+01
3.582251782417297363e+02,1.805208022752264796e+01,9.990495579087824751e+01,4.906000000000000227e+01,5.042000000000000171e+01,1.000000000000000000e+00,5.609599981799999746e-01,3.003578539999999797e-01,1.720672759999999926e+02,1.269385840900000062e+01
3.612161614894866943e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.893999999999999773e+01,5.092999999999999972e+01,1.000000000000000000e+00,5.567972776099999743e-01,3.103578539999999886e-01,1.686036786600000141e+02,1.329292889499999930e+01
3.642074470520019531e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.893999999999999773e+01,5.135000000000000142e+01,1.000000000000000000e+00,5.545389894100000161e-01,3.203578539999999975e-01,1.667269421100000102e+02,1.374048121200000061e+01
3.671987810134887695e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.867999999999999972e+01,5.164000000000000057e+01,1.000000000000000000e+00,5.509334309700000265e-01,3.303578540000000063e-01,1.627497259799999938e+02,1.467170107699999981e+01
3.701896390914916992e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.860999999999999943e+01,5.179999999999999716e+01,1.000000000000000000e+00,5.480920147300000211e-01,3.403578540000000152e-01,1.597038834100000031e+02,1.534407994100000039e+01
3.731803722381591797e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.860999999999999943e+01,5.203000000000000114e+01,1.000000000000000000e+00,5.454175224599999705e-01,3.503578540000000241e-01,1.572077027199999861e+02,1.586271054900000088e+01
3.761713719367980957e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.893999999999999773e+01,5.245000000000000284e+01,1.000000000000000000e+00,5.419876969100000386e-01,3.603578539999999775e-01,1.532465887099999975e+02,1.680635865100000004e+01
3.791626164913177490e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.910000000000000142e+01,5.277000000000000313e+01,1.000000000000000000e+00,5.399556454199999633e-01,3.703578539999999863e-01,1.524341288500000076e+02,1.693782120399999869e+01
3.821540555953979492e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.925999999999999801e+01,5.309000000000000341e+01,1.000000000000000000e+00,5.376417309200000050e-01,3.803578539999999952e-01,1.513955838500000084e+02,1.713275026499999854e+01
3.851446652412414551e+02,6.082818879714343296e+01,9.990495579087824751e+01,4.986999999999999744e+01,5.360999999999999943e+01,1.000000000000000000e+00,5.364253287100000378e-01,3.903578540000000041e-01,1.507448909800000081e+02,1.720792882800000001e+01
3.881369833946228027e+02,6.082818879714343296e+01,9.990495579087824751e+01,5.018999999999999773e+01,5.382999999999999829e+01,1.000000000000000000e+00,5.340135952300000266e-01,4.003578540000000130e-01,1.498932760399999893e+02,1.733385992499999873e+01
3.911271662712097168e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.054999999999999716e+01,5.411999999999999744e+01,1.000000000000000000e+00,5.318833283899999653e-01,4.103578540000000219e-01,1.495992928299999960e+02,1.733496729499999844e+01
3.941184847354888916e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.089999999999999858e+01,5.418999999999999773e+01,1.000000000000000000e+00,5.356271330099999783e-01,4.203578539999999752e-01,1.540843279800000118e+02,1.717272459100000148e+01
3.971090502738952637e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.121999999999999886e+01,5.447999999999999687e+01,1.000000000000000000e+00,5.378668814400000553e-01,4.303578539999999841e-01,1.590843279999999993e+02,1.681763171800000123e+01
4.001001288890838623e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.184000000000000341e+01,5.467000000000000171e+01,1.000000000000000000e+00,5.404995481500000087e-01,4.403578539999999930e-01,1.640843279999999993e+02,1.642714523100000079e+01
4.030910811424255371e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.232000000000000028e+01,5.515999999999999659e+01,1.000000000000000000e+00,5.424724323799999803e-01,4.503578540000000019e-01,1.690843279999999993e+02,1.594575985600000045e+01
4.060822088718414307e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.279999999999999716e+01,5.532000000000000028e+01,1.000000000000000000e+00,5.471772023400000018e-01,4.603578540000000108e-01,1.740843279999999993e+02,1.570712186599999960e+01
4.090735096931457520e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.345000000000000284e+01,5.547999999999999687e+01,1.000000000000000000e+00,5.520390338699999733e-01,4.703578540000000197e-01,1.790843279999999993e+02,1.536922086500000084e+01
4.120639102458953857e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.377000000000000313e+01,5.532000000000000028e+01,1.000000000000000000e+00,5.575762106799999618e-01,4.803578539999999730e-01,1.840843279999999993e+02,1.518739453899999958e+01
4.150545349121093750e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.421999999999999886e+01,5.515999999999999659e+01,1.000000000000000000e+00,5.630613967800000008e-01,4.903578539999999819e-01,1.890843279999999993e+02,1.498890323600000052e+01
4.180661680698394775e+02,6.082818879714343296e+01,2.335807414718740205e+01,5.474000000000000199e+01,5.518999999999999773e+01,1.000000000000000000e+00,5.683765857000000477e-01,5.003578539999999908e-01,1.940843279999999993e+02,1.475666372300000084e+01
4.210574369430541992e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.528000000000000114e+01,5.515999999999999659e+01,1.000000000000000000e+00,5.735261485399999470e-01,5.103578539999999997e-01,1.990843279999999993e+02,1.447655558800000009e+01
4.240482809543609619e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.574000000000000199e+01,5.492999999999999972e+01,1.000000000000000000e+00,5.751188875299999559e-01,5.203578540000000086e-01,2.000000000000000000e+02,1.444401805799999927e+01
4.270390083789825439e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.618999999999999773e+01,5.486999999999999744e+01,1.000000000000000000e+00,5.760115309000000128e-01,5.303578540000000174e-01,2.000000000000000000e+02,1.451454947599999912e+01
4.300298397541046143e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.667000000000000171e+01,5.477000000000000313e+01,1.000000000000000000e+00,5.781774918800000052e-01,5.403578540000000263e-01,1.985927295500000014e+02,1.482956356100000050e+01
4.330209636688232422e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.709000000000000341e+01,5.421999999999999886e+01,1.000000000000000000e+00,5.777270333399999735e-01,5.503578540000000352e-01,1.935927299999999889e+02,1.548252706899999964e+01
4.360117990970611572e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.777000000000000313e+01,5.411999999999999744e+01,1.000000000000000000e+00,5.767881837299999592e-01,5.603578540000000441e-01,1.885927299999999889e+02,1.626982823999999894e+01
4.390025274753570557e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.857000000000000028e+01,5.418999999999999773e+01,1.000000000000000000e+00,5.748879065899999974e-01,5.703578540000000530e-01,1.835927299999999889e+02,1.708165312099999866e+01
4.419937639236450195e+02,9.083054486144256146e+01,2.335807414718740205e+01,5.925000000000000000e+01,5.418999999999999773e+01,1.000000000000000000e+00,5.724140496899999819e-01,5.803578539999999508e-01,1.785927299999999889e+02,1.793253759499999944e+01
4.449880046844482422e+02,9.083054486144256146e+01,2.335807414718740205e+01,6.017999999999999972e+01,5.386999999999999744e+01,1.000000000000000000e+00,5.716699427900000519e-01,5.903578539999999597e-01,1.768238698300000067e+02,1.829104244299999849e+01
4.479783804416656494e+02,9.083054486144256146e+01,2.335807414718740205e+01,6.031000000000000227e+01,5.318999999999999773e+01,1.000000000000000000e+00,5.696528157000000370e-01,6.003578539999999686e-01,1.725912376100000074e+02,1.929104181299999965e+01
4.511586861610412598e+02,9.083054486144256146e+01,2.519444411021148866e+01,6.117999999999999972e+01,5.321999999999999886e+01,1.000000000000000000e+00,5.697295822200000304e-01,6.103578539999999775e-01,1.718490471499999899e+02,1.952269064600000092e+01
4.541497220993041992e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.199000000000000199e+01,5.321999999999999886e+01,1.000000000000000000e+00,5.695290425900000342e-01,6.203578539999999863e-01,1.706429452900000001e+02,1.988622599700000038e+01
4.571408624649047852e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.260000000000000142e+01,5.321999999999999886e+01,1.000000000000000000e+00,5.698217099400000318e-01,6.303578539999999952e-01,1.703168983500000024e+02,2.000000000000000000e+01
4.601313688755035400e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.336999999999999744e+01,5.309000000000000341e+01,1.000000000000000000e+00,5.703109294499999482e-01,6.403578540000000041e-01,1.703906215599999996e+02,2.000000000000000000e+01
4.635942153930664062e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.399000000000000199e+01,5.289999999999999858e+01,1.000000000000000000e+00,5.707364206699999665e-01,6.503578540000000130e-01,1.703999986100000115e+02,2.000000000000000000e+01
4.665851163864135742e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.431000000000000227e+01,5.289999999999999858e+01,1.000000000000000000e+00,5.709512041300000007e-01,6.603578540000000219e-01,1.702283782000000087e+02,2.000000000000000000e+01
4.696074745655059814e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.440000000000000568e+01,5.257999999999999829e+01,1.000000000000000000e+00,5.712636925299999779e-01,6.703578540000000308e-01,1.701160260700000038e+02,2.000000000000000000e+01
4.725980916023254395e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.473000000000000398e+01,5.257999999999999829e+01,1.000000000000000000e+00,5.711969427999999960e-01,6.803578540000000396e-01,1.690744667799999945e+02,2.000000000000000000e+01
4.755887396335601807e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.468999999999999773e+01,5.257999999999999829e+01,1.000000000000000000e+00,5.736163837800000165e-01,6.903578540000000485e-01,1.690544036100000085e+02,2.000000000000000000e+01
4.785798344612121582e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.443999999999999773e+01,5.257999999999999829e+01,1.000000000000000000e+00,5.751323091800000231e-01,7.003578539999999464e-01,1.689865382600000032e+02,2.000000000000000000e+01
4.815704753398895264e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.440000000000000568e+01,5.232000000000000028e+01,1.000000000000000000e+00,5.770080280599999556e-01,7.103578539999999553e-01,1.688530427999999972e+02,2.000000000000000000e+01
4.845624570846557617e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.407999999999999829e+01,5.225000000000000000e+01,1.000000000000000000e+00,5.784965807399999882e-01,7.203578539999999641e-01,1.687928115999999932e+02,2.000000000000000000e+01
4.875534000396728516e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.375999999999999801e+01,5.225000000000000000e+01,1.000000000000000000e+00,5.799538893700000308e-01,7.303578535700000485e-01,1.685940357700000050e+02,2.000000000000000000e+01
4.905443150997161865e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.343999999999999773e+01,5.221999999999999886e+01,1.000000000000000000e+00,5.820410333200000119e-01,7.403578539999999819e-01,1.683404504000000088e+02,2.000000000000000000e+01
4.935349895954132080e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.278999999999999915e+01,5.206000000000000227e+01,1.000000000000000000e+00,5.833155537899999965e-01,7.436946022999999517e-01,1.676862808900000061e+02,2.000000000000000000e+01
4.965264453887939453e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.246999999999999886e+01,5.192999999999999972e+01,1.000000000000000000e+00,5.853775772399999466e-01,7.336946020000000290e-01,1.674284160400000019e+02,2.000000000000000000e+01
4.995175662040710449e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.182999999999999829e+01,5.192999999999999972e+01,1.000000000000000000e+00,5.898667207900000209e-01,7.236946020000000201e-01,1.673929232499999955e+02,2.000000000000000000e+01
5.025086829662322998e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.143999999999999773e+01,5.150999999999999801e+01,1.000000000000000000e+00,5.935208954499999745e-01,7.136946020000000113e-01,1.673783004199999880e+02,2.000000000000000000e+01
5.054993577003479004e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.085999999999999943e+01,5.160999999999999943e+01,1.000000000000000000e+00,5.973109272100000089e-01,7.036946020000000024e-01,1.672377557599999989e+02,2.000000000000000000e+01
5.084905757904052734e+02,0.000000000000000000e+00,2.519444411021148866e+01,6.043999999999999773e+01,5.154999999999999716e+01,1.000000000000000000e+00,6.072473662599999766e-01,6.936946019999999935e-01,1.656860825599999885e+02,2.000000000000000000e+01
5.114815852642059326e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.989000000000000057e+01,5.138000000000000256e+01,1.000000000000000000e+00,6.173446827699999861e-01,6.836946019999999846e-01,1.643142627999999945e+02,2.000000000000000000e+01
5.144727468490600586e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.928000000000000114e+01,5.135000000000000142e+01,1.000000000000000000e+00,6.367895987399999624e-01,6.736946019999999757e-01,1.610571107000000097e+02,2.000000000000000000e+01
5.174651625156402588e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.860000000000000142e+01,5.086999999999999744e+01,1.000000000000000000e+00,6.440171596699999501e-01,6.636946019999999669e-01,1.613060887000000037e+02,2.000000000000000000e+01
5.204556326866149902e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.796000000000000085e+01,5.103000000000000114e+01,1.000000000000000000e+00,6.493550303799999757e-01,6.536946019999999580e-01,1.615978482200000030e+02,2.000000000000000000e+01
5.234474799633026123e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.731000000000000227e+01,5.077000000000000313e+01,1.000000000000000000e+00,6.570234247999999777e-01,6.436946019999999491e-01,1.620666169900000000e+02,2.000000000000000000e+01
5.265084161758422852e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.667000000000000171e+01,5.032000000000000028e+01,1.000000000000000000e+00,6.604164587299999889e-01,6.336946020000000512e-01,1.626388822300000072e+02,2.000000000000000000e+01
5.294991526603698730e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.606000000000000227e+01,5.060999999999999943e+01,1.000000000000000000e+00,6.623347153299999901e-01,6.236946020000000424e-01,1.637231442700000059e+02,2.000000000000000000e+01
5.324904780387878418e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.570000000000000284e+01,5.045000000000000284e+01,1.000000000000000000e+00,6.595192679100000399e-01,6.136946020000000335e-01,1.678702833199999986e+02,2.000000000000000000e+01
5.354816341400146484e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.538000000000000256e+01,5.032000000000000028e+01,1.000000000000000000e+00,6.576929458300000420e-01,6.036946020000000246e-01,1.714585529400000041e+02,2.000000000000000000e+01
5.384725494384765625e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.474000000000000199e+01,5.042000000000000171e+01,1.000000000000000000e+00,6.537516365300000132e-01,5.936946020000000157e-01,1.762921082699999999e+02,2.000000000000000000e+01
5.414634876251220703e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.425000000000000000e+01,5.021999999999999886e+01,1.000000000000000000e+00,6.490704904499999817e-01,5.836946020000000068e-01,1.812921080000000131e+02,2.000000000000000000e+01
5.444543950557708740e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.345000000000000284e+01,5.021999999999999886e+01,1.000000000000000000e+00,6.440402587600000395e-01,5.736946019999999979e-01,1.862921080000000131e+02,2.000000000000000000e+01
5.474449617862701416e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.296000000000000085e+01,5.018999999999999773e+01,1.000000000000000000e+00,6.388399536300000126e-01,5.636946019999999891e-01,1.912921080000000131e+02,2.000000000000000000e+01
5.504358961582183838e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.247999999999999687e+01,5.013000000000000256e+01,1.000000000000000000e+00,6.335534867200000031e-01,5.536946019999999802e-01,1.962921080000000131e+02,2.000000000000000000e+01
5.534267566204071045e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.215999999999999659e+01,5.010000000000000142e+01,1.000000000000000000e+00,6.291587057699999930e-01,5.436946019999999713e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.564179310798645020e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.154999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00,6.294293174699999716e-01,5.336946019999999624e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.594084670543670654e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.118999999999999773e+01,4.989999999999999858e+01,1.000000000000000000e+00,6.305942214299999904e-01,5.236946019999999535e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.623994243144989014e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.079999999999999716e+01,4.986999999999999744e+01,1.000000000000000000e+00,6.308023760099999988e-01,5.136946019999999447e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.653901743888854980e+02,0.000000000000000000e+00,4.170644889272189459e+01,5.032000000000000028e+01,4.977000000000000313e+01,1.000000000000000000e+00,6.325465495600000043e-01,5.036946020000000468e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.683817405700683594e+02,0.000000000000000000e+00,4.170644889272189459e+01,4.989999999999999858e+01,4.977000000000000313e+01,1.000000000000000000e+00,6.328490105399999788e-01,4.936946019999999824e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.713731205463409424e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.957999999999999829e+01,4.967999999999999972e+01,1.000000000000000000e+00,6.339170084799999882e-01,4.836946019999999735e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.743632545471191406e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.906000000000000227e+01,4.957999999999999829e+01,1.000000000000000000e+00,6.350914191200000003e-01,4.736946020000000201e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.773552150726318359e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.860999999999999943e+01,4.957999999999999829e+01,9.499999999999999556e-01,6.359764342499999445e-01,4.636946020000000113e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.803464748859405518e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.828999999999999915e+01,4.928999999999999915e+01,9.250294847100000162e-01,6.313444304399999929e-01,4.536946020000000024e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.833373696804046631e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.796999999999999886e+01,4.925999999999999801e+01,9.125147787799999799e-01,6.310265394099999758e-01,4.436946019999999935e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.863820779323577881e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.764999999999999858e+01,4.903000000000000114e+01,9.062574051299999711e-01,6.312438355399999645e-01,4.336946019999999846e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.893729755878448486e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.732000000000000028e+01,4.867999999999999972e+01,9.031256380400000117e-01,6.305934123099999900e-01,4.236946019999999757e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.923814938068389893e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.700000000000000000e+01,4.857999999999999829e+01,9.015628190000000153e-01,6.290782060999999814e-01,4.136946020000000224e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.953724541664123535e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.667999999999999972e+01,4.828999999999999915e+01,9.007838397199999791e-01,6.258252088000000324e-01,4.036946020000000135e-01,2.000000000000000000e+02,2.000000000000000000e+01
5.983627159595489502e+02,0.000000000000000000e+00,6.251372241541009345e+00,4.622999999999999687e+01,4.807000000000000028e+01,9.003933696999999459e-01,6.236393833900000239e-01,3.936946020000000046e-01,2.000000000000000000e+02,2.000000000000000000e+01
6.013541142940521240e+02,6.427716795695755536e+01,6.251372241541009345e+00,4.578000000000000114e+01,4.764999999999999858e+01,9.001969918900000200e-01,6.211827222000000370e-01,3.836946019999999957e-01,2.000000000000000000e+02,2.000000000000000000e+01
